电影名,用户昵称,评论内容,评论日期,点赞数,星级数
我不是药神,三七莲华,虽然仍有稚嫩之处但煽情也太到位了，出来眼睛是红的，主要演员都演得很好，最好是好在难得没有分正邪好坏，故事讲顺了，作为导演处女作真的厉害。,2018/7/6,37,50
我不是药神,猴头虫,这个题材在国内很少见，但真心拍得很用心，每个人物的蜕变刻画入骨三分。片尾结束后，居然现场自发鼓掌超过1分钟，真的很感人。,2018/6/22,34,50
我不是药神,人五,好好看啊，吹爆这部戏！,2018/7/7,37,50
我不是药神,曼仔,至少前四分之三都是好看的，到结尾有点强行升华了，病人送徐峥入狱简直有如十里长街送总理。。。但是整体的剧本和表演都相当可以。徐峥王传君和刘牧师都真好啊，周一围很克制，对他的好感有回来一点儿，谭卓太多镜头简直就是当年的郝蕾啊。。。,2018/7/6,36,40
我不是药神,我要加油,剧情特别搞笑，而且特别接地气，把现实生活中的都呈现出来,2018/7/4,64,40
我不是药神,好姑娘老妖,很棒！还是有很多人是真的热爱电影的！,2018/7/4,32,50
我不是药神,·金鱼酱·,余生漫长除了生死再无大事，我会一直陪着你走到最后的。老公别怕！,2018/7/8,36,50
我不是药神,大瘦瘦,2016年药神在hkiff拿了创投大奖，当晚朋友拉着和文牧野一起吃饭，对方斯文儒雅低调不像一般人在饭桌上就开始油腻胡喷了，对他印象颇佳。另外关于这片我想说，不要用达拉斯买家俱乐部或者韩国电影去做类比，于人于己都是毫无意义之事，我喜欢谭卓和王传君的表演，大象席地而坐的章宇更是优秀,2018/6/19,26,40
我不是药神,石破天,感叹于这部片子揭示的买药贵买药难问题，很棒的片子，后半段剧情急转十分催泪，很真实。,2018/7/1,56,50
我不是药神,我是尾号2473,穷病固然难治，可问题是大家为什么穷？人病了要吃药，社会病了吃什么？,2018/7/3,25,40
我不是药神,鬼腳七,毛病当然还是存在，包括非常商业套路的煽情方式和妥协。但是吧，这种片子，有就比没有强，方向是好的，要鼓励。,2018/7/4,28,40
我不是药神,阿丽丝,用徐峥惊人溢出式的演技港一句“天啊怎么会有这么媚俗的套路”，整个片子分裂得很怪异，前半段依然刹不住车的“囧式”路数，后半段混杂了努力想要达成的现实主义和煽情套路，总之令人非常难过，反感的那种。黄毛火锅那段戏倒是有些意外动人。说国版达拉斯那个自己真的不尴尬么？就，祝票房大卖吧。,2018/7/1,54,20
我不是药神,twotwo,“他才20岁，他有什么罪！”“我只是想活着，我有什么罪！”,2018/7/8,28,50
我不是药神,雨谷,新世代的年青导演们值得期待。,2018/7/6,36,50
我不是药神,魏小河,值得高分,2018/7/5,27,40
我不是药神,桃子,比起《达拉斯》矛头直指FDA，这部依然是中国特色巨婴逻辑:我穷我病我有理；成本、风险，我不负；你放弃，你混蛋 /这故事，只要能顺利拍下来，谁都能火，没有一个值得称赞的镜头和调度，全凭剧本、表演和音乐煽情，这导演也是运气真好。例如：原型最讨厌的千里相送，只要做个变焦，就不是夸张而是隐喻,2018/7/8,23,30
我不是药神,橘生淮南,真的很好看！关注我们身边最关键的医疗，赚了我半场的眼泪！力荐！,2018/7/4,63,50
我不是药神,迷特波鲁,想多加很多星。拍的好、演的好、立意好、结局也很好。大笑与大哭，法和情都对的时候，该怎么选啊！哭唧唧，要是在家里看，肯定泪奔到核桃眼了…推荐推荐！！,2018/7/3,43,50
我不是药神,獨孤島主,精彩时代与缄口不言虚实相济共同构成大于叙事本身的丰富张力,2018/6/20,18,40
我不是药神,子文东,《暴裂无声》之后今年又一部关于现实的国产好电影，有一点苦涩的幽默，更多的普通人在利与义、法与情之间的挣扎，即使毫无悬念，这样的故事一步一步讲出来，最后还是会让人无法控制情绪……因为这里面其实到最后也没有什么英雄义士，只是人本着基本的良知就必然走到这一步，而这样的事不会只有这一件…,2018/7/1,30,50
我不是药神,zhanhei,仿佛是能处理社会题材的韩国商业片了  真的不容易 不要苛求了   舞女谭卓对着男服务生含泪大喊“脱”的那一幕印象太深刻,2018/7/6,27,40
我不是药神,心理咨询师卢悦,所有给差评的人，没有看到这部电影是在什么样的土壤中长出来的，一棵松树在平地上没什么了不起，了不起的是黄山松，在有限的土壤中在岩石中长出来！,2018/7/5,46,50
我不是药神,老醜殘??,生在此界，能活下去就是最大的勇氣和奇蹟，以一人之力扮演救世主來對抗整個體系的無能和殘忍，最後字幕中挽尊儼然黑色幽默。最讓人動容的不是他如何救贖，而在於他如何猶豫和掙扎，終究人性還是有善。with@bitch_wangfree at北碚萬達,2018/7/6,24,50
我不是药神,Morning,这部电影有真正的困境，所以才能带来真正的思考，是一部熔炉之作。在文本上解构了英雄，将故事讲得鞭辟入里，而社会类话题的影片背后更是没有精致的利己主义，可以感受到文牧野导演的慈悲心。它是珍贵的电影。,2018/6/19,27,40
我不是药神,蔡要要不吃药,活着可真的很好很好,2018/7/8,27,40
我不是药神,朱老板,想说的很多，就不说了吧。各个方面都很好。,2018/7/7,32,50
我不是药神,darkcat,绝对是今年国产电影的最佳，应该没有之一了！,2018/6/30,25,40
我不是药神,毒妇脸少女心。,五星太高了 剧本是好剧本 后半部分剧情和人物转换太TM突兀了吧 而且我居然没哭（但是徐峥演技值得满分了开头在想上海话太标准了结果立刻百度结果发现他就是上海人啊哈哈哈我的诡异笑点？）,2018/7/6,28,30
我不是药神,夜第七章,在西湖文化广场看完电影后，发现又把雨伞丢了。看的时候想起了《达拉斯买家俱乐部》，没有太被抗争所感动，反倒最触及我的是生死。想起小时候记住的苏轼的诗：“惟愿孩儿愚且鲁，无灾无难到公卿。”生死面前从来都不曾有无神论者的。生命太脆弱，愿每个人都平安喜乐，在尘埃里开出花：）,2018/7/3,38,40
我不是药神,傻冒叔,很值得去影院看的国产片。注重观影体验的娱乐性和思考现实问题的艺术性算是融合得很好了，虽然结尾太伟光正，煽情有点用力稍猛，依然瑕不掩瑜吧。几位主角集体贡献了好演出，徐铮和王传君估计明年冲各种男主，周一围很帅谭卓很美，杨新鸣也太像金士杰了。。。,2018/7/8,26,40
我不是药神,齐木楠雄,非常现实的题材，到后面全场都在擦眼泪，每一个人都演技在线，片尾字幕看到瑞士格列宁在我国已经进入医保，慢粒白血病人存活率从02的30%增加到85%，真的太好了,2018/7/6,40,50
我不是药神,喵锅先森Danbo,阿姨哭着说不想死想活的时候，我也哭了。,2018/7/8,30,50
我不是药神,祁十一,朋友圈里一片好评，也确实是近年国产佳作，这样的现实题材拍成电影、故事性还如此强、如此动人就很难得。但又总觉得缺了点什么，从艺术角度来说是少了回味感。所有打动我的电影，都是回味无穷的，但它缺少。原因？当然因为审查，真正的现实顽疾、根子，根本无法表现。所以只能避重就轻。,2018/7/3,47,40
我不是药神,橙曦羽潞,终于有时间去看了，吹爆剧情，真实故事改编的现实题材果然能够发人深省！电影里每个细节都值得推敲，每个人物都有自己的魅力！老奶奶的“我想活着”真的催泪！徐峥是意料之中的好，王传君是惊喜！,2018/7/6,36,50
我不是药神,JulyChan,一个自私的小人物被硬生生逼成了济世的英雄，都是因为世道太艰难，有尊严地活着太难了。第一次感受到国产电影中的“真实”是有力量的。一次成功的共情体验，分分钟就觉得自己会成为电影中的那个人。,2018/7/1,24,50
我不是药神,似水年华,由真实故事改编的电影，演员演技在线，笑中带哭，发人深省，非常值得一看。,2018/7/2,78,50
我不是药神,西帕克,对韩国电影和《达拉斯买家俱乐部》现学现卖，非常模版化，也非常有效。戳中了观众的某些痛点，但改编的程度过大，反而隐藏了真正的现实。如同《辛德勒的名单》里撒出的是水而不是毒气，这类题材在造神的同时，也背负了粉饰历史的原罪。,2018/7/1,23,30
我不是药神,官方认证小可耐,特意买票看了电影，不想剧透太多，总体就是主角诠释到位，配角都很出彩，故事没有尿点。王传君真的让人意想不到。吕受益和黄毛的部分承包了我大部分的泪点。开始是喜剧，后半部分发人深省。在我看来是值得去影院贡献一波票房的优质国产电影,2018/6/30,57,50
我不是药神,山水烟花,徐峥宁浩在我这儿快成了王牌口碑保证了，文牧野真的有大导演的气质。取材敏感又大胆，煽情克制又深入。演员们都很卖力，平凡小人物的勇敢在时代漩涡中生发出来，成就了「中国药神」，徐峥这一次演技太棒了！特别特别真实的好看。,2018/6/30,30,50
我不是药神,Pulvinus,从喜感表皮里透出悲天悯人气息的故事与编排，就像布袋里的锥子。徐峥的表演当然不必说，王传君也是优秀的青年演员，喜剧电视剧之后相当爱惜自己羽毛，谨慎的选择好的剧本角色，完成度颇高。,2018/7/3,23,50
我不是药神,viennavirus,故事太满，煽情的部分也颇为直接，对立也因为莫可名状的原因变成了资本家与侠盗之间的，但依然是个弓马娴熟的好故事，毕竟在中国，魔幻和现实主义总是很难分得开。,2018/7/7,19,40
我不是药神,烽少,其实中国能拍成电影的社会素材太多了，我们之前总是羡慕韩国和印度这些年拍的现实主义题材的电影，而国产电影里却鲜有这样类似的作品，当然这与审核制度也有关系，如今《我不是药神》做了一个很好的榜样，它注定是今年暑期里浓墨重彩的一笔。,2018/7/11,26,50
我不是药神,Mr. Infamous,中国人真是难。求生难，求死难，就连公然酣畅地鞭笞社会丑态，也是难的。绝症可怕，利益夹缝中被膨胀的残忍更可怕，于是程勇们的绝路再戏剧，也充满救赎的神性光芒。这电影好就好在，知道你的笑点与泪点，当话题沉重起来，甚至神圣起来，是连聒噪的观众也能控住的。每个人都很出彩。还可好很多。四星半,2018/6/30,27,50
我不是药神,qw0aszx,其实故事上各方面都还是有意识去克制，包括煽情这种也没有太过度，倒是视听方面都是彻底的扣分项，虽然没能真拍出原始事件样子但从单角度改编来说也算是难得吧。不过内地总算拍出了一部这种“豆瓣高分韩国类型片”式的片子，我是该高兴还是该失望…… 7.3分★★★☆,2018/6/30,17,30
我不是药神,天马星,剧本扎实，表演动人，这是中国目前为止最好的剧情商业片，扎根于社会现实的电影是我们最需要的电影。法与情，罪与理，辨不清也道不明，当贫穷是病，当行善是罪，哪里还有什么药神。十里长街送行的结尾是我自「天佑鲍比」之后哭的最狠的一次。,2018/6/30,37,50
我不是药神,七毛,王传君终于要熬出头了。,2018/6/30,33,50
我不是药神,所有团的团长,节奏流畅，足够煽情，所有配角都让人印象深刻。《罗曼蒂克消亡史》后近两年的最佳。有些小聪明，有些妥协，但也算是当下政治语境下的最大限度了吧。,2018/7/4,27,40
我不是药神,国王KING,4.5。有些演员真的是老天爷赏饭，你看看徐峥、王传君，他们演过喜剧，但他们那张脸在正剧里一点也不让人出戏，徐峥一开始就将小老板的奸诈市侩演绎得淋漓尽致，到最后的转变丝毫没有突兀，整个角色弧很顺，最后送别的场景真的让人心碎，但至少也是温暖有力。周一围与徐峥最后在车上的对话风轻云淡，“以后别碰假药了，上医保了。”“哦。”短短几个字背后，不知道是多少人的希望，与努力，整个故事有种史诗感，心酸又无力，基调灰暗悲哀，但至少让人看见了希望和美好。,2018/7/13,20,40
我不是药神,希夷子,就很工整的商业片，从艺术风格和审美上没什么太突出的地方，主题和社会意识的共振强。比较好的几个镜头是在印度街头烟雾里看到神像，蛮高级的表达人物转变的方式。另，比较奇怪的是作为设定在上海的故事，除了王传君以外，其他大部分角色都太北方了。,2018/7/6,32,40
我不是药神,超气人偶像,很工整很专业的电影，没有一秒钟浪费，结尾的处理和矛头仅仅指向医药公司，是因为我们都知道的原因，也不能说遗憾因为这遗憾本身也反映了这个时代。,2018/7/13,19,50
我不是药神,Parsimoniae,逻辑牵强，角色脸谱化。没有提出有意义的问题。恶意高评。,2018/7/6,13,30
我不是药神,fwb,这些创作者真心令人尊重。在中国现实被各种看得见、看不见的欺骗与自我欺骗扭曲到不成样子的今天，他们大胆地碰触，又保持平衡地让它孵化出见到大众。演员整体很赞，那些不涂脂抹粉的带着普通人汗水的面孔，在足够煽情的背景下没有就势偷懒而是保持着高质量的水准，尤其徐峥、王传君以及黄毛,2018/7/7,22,50
我不是药神,lost7,安利给大家～,2018/7/3,44,50
我不是药神,苍庐,渲染药品的研发者和仿制者之间的矛盾，回避了如果不保护知识产权，谁来开发新药的问题，也回避了政府应该为药品知识产权的费用买单，但提供公共服务不到位的问题。当然，不回避的话，这片就上映不了。,2018/7/5,25,40
我不是药神,Proustalain,不善于巧言令色的中国平民百姓，在表达对活命的原始渴求、对美好生活的朴素希望时往往显得直白突兀，难道老婆婆对警官声声滴血的泣诉还不够不真实吗？讨巧和避重就轻诚然有之，但贵在没有显得不真诚，而艺术价值跟不上社会意义的问题于商业片而言本就难解决，最大的问题是仍粗糙得像在拍电视剧。,2018/7/5,37,30
我不是药神,恶鸟,各方面都成熟，也没无限制煽情，炉火纯青,2018/7/4,26,50
我不是药神,Amasia,四星是给接近宝莱坞水准的制作。至于其中的道理……有人说得好，电影里程勇是辛德勒，病人是犹太人，可谁又配当纳粹？,2018/7/7,18,30
我不是药神,LORENZO,今年的现象级电影，带来的意义大于电影本身的质量。然而看着疫苗话题渐渐息声，还是希望这种电影多拍一点吧。PS:王传君赚走大量泪点，厉害！,2018/7/31,15,40
我不是药神,Aray,传递了一种用爱发电的价值观。,2018/7/8,19,30
我不是药神,黑狗成,黑电影白电影，改进国家当然算好电影。,2018/6/19,17,40
我不是药神,知秋,甩锅给前朝,2018/7/9,15,40
我不是药神,玛特,在中国能过审公映的电影就不用指望它能真正揭露什么。,2018/7/9,32,20
我不是药神,熊阿姨,非常拧巴的片子，讲了个有价值的现实故事，但每个元素又都不对：最根本的郑筱萸和高额关税两个真靶子，被医药公司和公安局局长给顶锅了；程勇有陆勇的原型，可陆勇本身又早被利益腐蚀掉了；假药骗子张院长活灵活现，生活中这些人又没有得到惩罚……种种红线把这片子拴得死死的，结出一个心酸的怪胎。,2018/11/13,12,30
我不是药神,小猪配不齐,笑着，笑着，我们就哭了。,2018/7/4,47,50
我不是药神,模姐,吹什么，比达拉斯买家俱乐部差远了好吗，失望,2018/7/4,35,20
我不是药神,凹凸,神啊佛啊都拯救不了人间地狱，更何况是人。中国最好的男演员——王砚辉。,2018/7/3,19,40
我不是药神,小田不在房间内,后半程泪如雨下。一方面是电影感人，另一方面是我自己也是一个需要药物维持身体的人。太明白缺药时候的内心折磨了,2018/7/6,28,50
我不是药神,小尾巴mori,捧得过高了，药价高又不是只有企业的责任，这部片子还是只反应了一个面。另外拍摄地选在上海也很出戏,2018/7/7,27,40
我不是药神,暂不留名,了解一些背景资料后，发现无论是原型陆勇还是这部电影，都相当狡猾和鸡贼。这只不过是一部用现实原型改编的商业电影，完全没有针砭时弊的讨论，甚至对于医药问题的改良是反作用的。,2018/7/7,19,30
我不是药神,Clyde,1、是一部算计精准的社会问题类型商业片，可参照辩护人出租车司机等韩片。2、大多中国编导不知剧作算计，算计精准绝对是褒义词。3、从药贩到药侠，程勇没有原罪，影片成为爆款，宁浩徐峥文牧野也没有原罪。4、结局和谐会削弱批判性？事实如此，和谐并无不妥，不像夺命金爆裂无声的字幕，纯为过审。,2018/7/7,15,40
我不是药神,音舒,洗白官府，抹黑药厂，就这两条，我打一星都嫌高了。,2018/7/4,27,10
我不是药神,麻油叶,良心,2018/7/5,28,50
我不是药神,同志亦凡人中文站,有点像“达拉斯买家俱乐部”，宁浩还附体了一段，不过导演借鉴消化吸收的能力很强。中国需要有这样的电影去反映现实，以后才会有改变现实的电影。“正版药进医保了”，喜欢这句话~,2018/11/22,11,40
我不是药神,六壁坂,你可以看到这部片子在极限的边缘疯狂试探。决不能称得上特别好，但是姿态可嘉。鸿沟两边的穷和富疯狂背锅，至于为什么有穷病？行了，到此为止吧。,2018/7/7,14,40
我不是药神,書衣偵探華斯比,看的点映。题材比较敏感，能过审挺不错的。希望中国将来多一些这样接地气的作品。前半部带点喜剧色彩（应该是强颜欢笑吧），后半部直指人心，老太太对警察的生死拷问，催人泪下。几个主演的演技都很棒，尤其徐峥，感觉已经要排进我最喜欢的中国男演员前三了。谭卓样子太像郝蕾了。,2018/7/1,38,50
我不是药神,naramiki,整体来说所有演员的表演还是有点用力过猛，故事素材很好，呈现方式略显苍白，全程甩锅给药企挡枪只字未提关税|经销商|回扣|寻租等中间环节层层拔毛的事实。豆瓣9分评分过誉了。片中看到了慢粒白血病人强烈的求生欲。片尾看到了导演和主创团队强烈的求生欲。,2018/7/12,11,30
我不是药神,杨炸炸,国产电影直面现实痛楚的太少 我不是药神太难得,2018/7/5,19,50
我不是药神,巽,3.5星。挺好的，高完成度、商业、套路，但是靠演技撑起了基本的质感，配角尤其好，王传君王砚辉尤其尤其好。不过对比达拉斯，王传君最后还是不够瘦啊…（只有周一围整个人兼角色都很游离，不好。,2018/7/6,14,40
我不是药神,发福的唐吉珂徳,我一个美国读书的学生说的好: “感觉被带偏了。瑞士药厂不该背锅。这是拿未来人的命救现在人的命。”,2018/7/5,21,40
我不是药神,阿巴厮,好题材啊，哭惨了，这种题材新闻也能看哭。,2018/6/30,19,40
我不是药神,李规焉,看哭了好多次。从电影本身说，完成度很高，非常精致和成熟，为大于细。主要演员的表演近乎无可挑剔。也许，当今中国电影欠缺的并非演员导演，拍摄技巧和制作能力，而是一个和现实打通的切入点，以及对这种切入点的宽容和自由度。,2018/7/15,13,50
我不是药神,路有冻死宇,王传君有望拿金马男配，其他演员也都有上佳发挥，但有必要冷静一段时间再进行评价。社会意义不用强调，很难得，能唤起越多人对贫穷和资本逻辑的反思就越有意义。离佳作尚有距离，手持摄影与土味调色对撞，各种为当局圆场的操作看得人分外尴尬，即便理解主创苦衷，也很难无视这种做法对剧作完整的破坏。,2018/7/1,18,30
我不是药神,呆萌兔,电影比较写实，揭露了社会的阴暗面，引人深思。,2018/7/2,75,50
我不是药神,小川叔,正义和法律都会迟来，只有良心能在当下，徐峥贡献了专业又煽情的演技，对比而言，幕后玩家是个什么鬼！大亮点出了王传君之外还有黄毛，我觉得我所有的眼泪都给他！,2018/7/5,24,50
我不是药神,glim,最后的伟光正字幕和十里长街送勇哥扣分了，有人说把靶子对着药厂，其实没那么直接，而且不对着药厂对着那谁你觉得导演能活过八一建军节么？最大的优点是宣扬了人的恻隐之心，这个社会里，大家都是上有老下有小，一个人肯定屁都不是，但是你帮我我帮你，总还是可以的，帮毛帮狗不也是帮么,2018/7/8,7,40
我不是药神,安蓝·怪伯爵,别老问良心能当饭吃？麻烦先摸摸自己有没有。看得太有感触，为至亲买过印度药，看大妈求曹斌能不能别抓了，瞬间哭得稀里哗啦，那种绝望中抓住救命稻草的感觉太真实。有啥别有病没啥别没钱。别忘了还一句，人吃五谷杂粮哪个不生病？生而为人真太难了哎。又哭又笑地看完，屏幕亮起有人用力鼓掌,2018/7/8,13,40
我不是药神,冰,真的现在能看到这么有良心的电影不容易，山争哥真的厉害了,2018/7/5,28,50
我不是药神,王神爱,作为新导演作品确实可圈可点，但9.1分的评分确实有至少一分的鼓励分了，也不赞同把药厂黑化的设定，药厂挣到钱后雇佣的研发人员才是真正的药神，最后都不敢让药方律师多发言，怕人想通了男主就没有那么伟大了,2018/7/8,14,40
我不是药神,糖罐子,人生三sigh：家庭主妇举酒杯，白发老人叫领导，油腻中年抹眼泪，严肃评论已经很多了，我就接茬严肃的说一句吧：电影放映期间打电话的人请自重。,2018/7/7,15,40
我不是药神,叶纸君,希望中国以后能多拍一些这样的电影,2018/7/13,19,50
我不是药神,Lynne.Z,抄袭还能打5星，你们都疯了。。,2018/7/9,10,10
我不是药神,尉迟上九,被生活磨得有点铁石心肠了，深知现实要残酷黑暗得多，水更深，哪有什么希望和光明，更多的是绝望和悲观，在生命的倒计时中过活。但还是很欣慰能看到一部反映现实的龙标电影，少不了的煽情和刻意的共情戏码也都在情理之中。多多关注民生问题，事实证明中国不乏好题材，也算为国产电影凿开了一条明道。,2018/7/10,23,30
我不是药神,粟粟,电影3星，良心题材加1星，只要有时间都应该去看看，虽然黑脸是万恶的资本主义，并且努力向组织表忠心了，但是也有一些敏感点，比如送孩子出国时周一围说的那两句话，万一过两天领导们想想又给撤了呢……,2018/7/3,18,40
我不是药神,貓小三的意思其實是如果先生,对原创制药公司的描述过于片面，对这块的讨论值得商榷。,2018/7/8,16,30
我不是药神,xxxx,挺有现实意义的片子，后半段批判感动，尤其那个老奶奶告诉警官别抓勇哥时直接哭出来，看得人心酸。希望我们国家能够多有些这种带有现实批判又能有心启人深思直抵人心的好片子,2018/6/30,87,50
我不是药神,Ms_underwater,片子挺好看的 但被奉上神坛？不至于 以及那姓张的一开始卖假药怎么没被抓起来？百思不得其解,2018/7/7,18,40
我不是药神,就爱HW_510,现实题材少有能获龙标的，虽然做了妥协还有各种槽点，相比其他明显圈钱的片子也算良心了。片子值4分，加1分，希望更多人关注到绝症患者人群，更多资方能关注到现实题材电影市场，恭喜收获金马奖，实至名归,2018/8/2,0,50
我不是药神,天蝎小猪,这世上最难治的是穷病！对人类今后能解决某些目前还是不治之症的医疗难题，我非常确信；但对完全消除贫穷这一点，我目前还不抱希望。最后想说，能引人落泪的电影就是好电影，根本无需再说其他有的没的。,2018/7/15,14,50
我不是药神,八俗少女小疼酱,严重推荐，国产暗黑版《达拉斯买家俱乐部》，目前个人华语电影no.1。选题好：有趣有社会价值；剧情、节奏、人物塑造都很优秀，前半段搞笑后半段让人哭成狗；英文担当牧师叔叔和黄毛小子的人设太讨喜，谭卓的戏也好，至于老徐，戏越来越好了；最后剪进去的真实事件很震撼。,2018/6/18,13,50
我不是药神,假痞,“你敢保证自己一辈子不得病？”——大妈患者的一句话引起了男警官的隐恻之心，但却撼动不了公安局长的“打假决心“”。可能局长确实不怕生病吧，因为副厅级以上干部退休后医疗费可以全额报销。,2018/7/27,15,50
我不是药神,邢早早,前半场很多个镜头让人掉眼泪，光“吃橘子”三个字就够让我泣不成声的了。但是后半场黄毛一死，一切就开始非常刻意，算好了你要哭一样给你下猛药，推针。包括这个中国人心知肚明的结尾。但总体来说这个国度能有这种片儿已经很难得了。庶民们看后，是胜利也是心酸。,2018/7/3,12,30
我不是药神,本来老六,非常令人尊敬的电影。行云流水，击掌长叹。值得大醉的电影,2018/6/19,29,50
我不是药神,朱马查,值是值得一看的，是题材确实难得，也是现象引人注目，还有事件力度可观，是事件不是故事，整个影片就是在被导演基本功和审美拖累。这部电影意义大概是告诉青年导演们现实主义土壤不缺的、诚意实力不走流量的卡司不缺的，发行力度不缺的，审查可以努力的，扶持新人力度有的，没有基本功一样不能看,2018/7/3,15,30
我不是药神,电哪吒,人家药企研发这药投入了几十亿美金怎么不提 这根本就是一部底层人民劫富济贫的意淫片 单从影片质量来说抗议药品太贵哪一段简直尴尬得想吐 里边各种不合理的情节也比比皆是 除了煽情很卖力这片真谈不上什么出彩的地方 国产片也就这逼样了吧 单独提一下王传君的演技非常不错这也是这部剧唯一的亮点,2018/7/9,18,10
我不是药神,王食欲,导演系内包场，看哭很多人。很感动了。真的是非常喜欢徐峥。,2018/7/3,31,40
我不是药神,RUNE,定位精确的巨型催泪弹，每个角色身上都有光，中间一度哽咽三次，被无情的现实所刺痛，我们终于也拥有了一部像韩国《辩护人》、美国《达拉斯买家俱乐部》那样的现实电影。,2018/6/30,19,50
我不是药神,近似无限透明的蓝色,精心设计的煽情与造神情节，将药厂刻画成吸血鬼推上众矢之的，把复杂的问题变成简单的对立，用疾病的苦痛去赚取眼泪，定位如此精准，或许是成功的商业片，但没必要去探讨价值与社会责任。十里长街相送让人物光环到达顶峰，何尝不是一种富者必须奉献的道德绑架？太聪明的急功近利，至少让我反感。,2018/7/9,13,20
我不是药神,Autodesk,安乐死,2018/7/7,5,20
我不是药神,罗汗,瑕不掩瑜，不忍挑错。真的很有勇气，这种勇气主要是团队在15年就开始立项的远见，选择题材的胆量，应对审查制度的自信。希望未来资本多追逐这样的商业片，片子并不完美，但是希望是一个新风向，我们编剧真的很想写现实主义题材。暴风哭泣。,2018/7/5,20,50
我不是药神,低人雷 等6个人,亮点是表演（五人个个出彩）和题材，缺点是叙事架构（随便糊弄的关键情节如谁点了程勇，中段交代各成员家世的分支剧情太“静态”）和镜头语言（只有迷雾中的神像可说有些光影语言，忽略棚户区空间尤令人扼腕）。片方的“良心”在于只有患者的命算命，研发的生狗的不算：#不要学生物#啦，他们不关心的。,2018/7/7,10,30
我不是药神,有心打扰,笑过，哭过。叙述着，揭露着，歌颂着，批判着。编导在尺度方面、情感角落都权衡得很好，还有一众角色都演绎得挺好，推荐。,2018/6/30,17,40
我不是药神,阿南,看哭了应该挺多人。他才20岁，想活着有什么罪？看到黄毛死的的时候心抽了一下。,2018/7/3,18,50
我不是药神,惊雀,看哭,2018/7/6,24,50
我不是药神,阿猫,做人好难,2018/7/6,19,40
我不是药神,发条橙,“神作”不至于，四星适当刚刚好。“现实意义大于电影本身”这句评论终于有机会对国产片说了，是久违的意料之内，但也仍然具有里程碑式的意义。不需要太多琢磨的地方，反思、认知、态度与思考，这几个点都感受到了，这就够了。未来会越来越好，这不仅是期待，更是现实社会进步源源不断的动力，我也愿意相信。,2018/7/4,23,40
我不是药神,今胜昔,这个世界的病有很多种，药神只讲了一种，希望其他的病，都可以用爱治愈。,2018/7/5,25,50
我不是药神,前田罗绮,勇哥，来了。这头发剪的挺好的。剥个橘子吃。??????,2018/7/6,38,50
我不是药神,glow,我也希望中国也能有改变制度的电影出现,2018/7/5,22,40
我不是药神,Jiangdada,本来觉得有8分 但是看完达拉斯买家俱乐部 实在找不到说服自己药神没有抄袭的借口 整个故事结构几乎是高比例复制,2018/7/7,11,20
我不是药神,与你走天涯,直击内心，直面现实！简单的故事却隐藏着长远的意义！这部电影能上映，就已经很了不起了，能做得这么好，更加难能可贵！以人为本，生命至上，不再是一句空话！相信中国一定会更好！,2018/7/4,52,50
我不是药神,天亮天黑,第一次，有一部国产电影，在并非首映的情况下，结束了放映之后，收获了全场观众的掌声。 在鼓掌的时候，我只想歌颂中国电影—— 歌颂中国的电影人敢拍这部电影，更要歌颂这部电影能够在中国的影院上映。 不谦虚的说，这部电影，几乎可以称得上是国产电影的一座里程碑。,2018/7/4,33,50
我不是药神,王庆平,以前我相信疾病面前人人平等，后来发现并不都是这样，在治病这件事上，人是能分成许多等级的,2018/7/6,22,40
我不是药神,1,电影名还不如用英文直译：向死而生。,2018/7/4,25,50
我不是药神,马掰掰,观众对国产院线电影真的一点也不严苛啊，你说以前的得拍得多差。,2018/7/8,15,50
我不是药神,幽灵不会哭,虽然明白最后的几场戏是为了过审，但还是像吃了苍蝇般难受，作为面向主流商业市场的这片，在人文情怀关照和戏剧元素的展现上都做的不错，其“底层”买点也切合当下中国人的焦虑，可高票房也难掩套路化的煽情和刻意设计的矛盾，并不觉得这部电影是在卖惨，因为和现实相比起来，这也许根本就不算什么,2018/7/5,17,30
我不是药神,A天涯任我行,这样题材的电影居然能过审？这次为广电点赞，能让反应社会问题的影片上映了不容易。电影拍的没得说，题材一级棒，每一个演员都将角色刻画的入木三分，希望这是中国电影发展的分水岭，愿未来有更多反应现实题材的好电影陆续上映。,2018/7/8,28,50
我不是药神,死鬼,中国电影的希望我不许没有人没看过说句脑残的话不看不是中国人,2018/7/8,37,50
我不是药神,Minimalismer,打三星四星的我能理解，打一星两星的，就跟抬杠和假装特立独行没区别了！,2018/7/4,37,50
我不是药神,秦汧,看完药神，觉得他处理国内复杂的药品市场矛盾过于粗暴了。我一开始以为是积极推动药改，没想到是积极卖“国内未注册，国外侵权的”药。医药公司投入十几年，几百亿，研发一种药。反手有人盗版…人家不气死才怪。对新药进入市场国内的审计注册只字不提这一块非常令人失望了。,2018/7/8,17,40
我不是药神,嘟嘟熊之父,对生命的眷恋，对死亡的恐惧，对贫穷的无力，全是大实话，却是没人敢拍的大实话。中国一年有一部这样的片子，足够了。,2018/6/30,16,40
我不是药神,曲非烟,值得用贡献票房的方式为推动医药改革尽绵薄之力。不过电影还有两个问题没有点到：正版药定价高的原因以及癌症特效药为什么不全面纳入医保。如果能深入展开说明…也许我们就看不到这部电影了,2018/7/5,12,40
